
6916832256 bytes (6.9 GB, 6.4 GiB) copied, 662 s, 10.4 MB/s
6927801856 bytes (6.9 GB, 6.5 GiB) copied, 663 s, 10.4 MB/s
6938464256 bytes (6.9 GB, 6.5 GiB) copied, 664 s, 10.4 MB/s
6949445120 bytes (6.9 GB, 6.5 GiB) copied, 665 s, 10.5 MB/s
6960320512 bytes (7.0 GB, 6.5 GiB) copied, 666 s, 10.5 MB/s
6970726912 bytes (7.0 GB, 6.5 GiB) copied, 667 s, 10.5 MB/s
6981314560 bytes (7.0 GB, 6.5 GiB) copied, 668 s, 10.5 MB/s
6990664704 bytes (7.0 GB, 6.5 GiB) copied, 669 s, 10.4 MB/s
7001534976 bytes (7.0 GB, 6.5 GiB) copied, 670 s, 10.5 MB/s
7012024832 bytes (7.0 GB, 6.5 GiB) copied, 671 s, 10.5 MB/s
7022838272 bytes (7.0 GB, 6.5 GiB) copied, 672 s, 10.5 MB/s
7033163776 bytes (7.0 GB, 6.6 GiB) copied, 673 s, 10.5 MB/s
7044255744 bytes (7.0 GB, 6.6 GiB) copied, 674 s, 10.5 MB/s
7055135232 bytes (7.1 GB, 6.6 GiB) copied, 675 s, 10.5 MB/s
7066185728 bytes (7.1 GB, 6.6 GiB) copied, 676 s, 10.5 MB/s
7077151232 bytes (7.1 GB, 6.6 GiB) copied, 677 s, 10.5 MB/s
7085093888 bytes (7.1 GB, 6.6 GiB) copied, 678 s, 10.4 MB/s
7095091712 bytes (7.1 GB, 6.6 GiB) copied, 679 s, 10.4 MB/s
7105413632 bytes (7.1 GB, 6.6 GiB) copied, 680 s, 10.4 MB/s
7115968000 bytes (7.1 GB, 6.6 GiB) copied, 681 s, 10.4 MB/s
7126548992 bytes (7.1 GB, 6.6 GiB) copied, 682 s, 10.4 MB/s
7137331712 bytes (7.1 GB, 6.6 GiB) copied, 683 s, 10.4 MB/s
7148175872 bytes (7.1 GB, 6.7 GiB) copied, 684 s, 10.5 MB/s
7158989312 bytes (7.2 GB, 6.7 GiB) copied, 685 s, 10.5 MB/s
7169692160 bytes (7.2 GB, 6.7 GiB) copied, 686 s, 10.5 MB/s
7180114944 bytes (7.2 GB, 6.7 GiB) copied, 687 s, 10.5 MB/s
7190615552 bytes (7.2 GB, 6.7 GiB) copied, 688 s, 10.5 MB/s
7200413696 bytes (7.2 GB, 6.7 GiB) copied, 689 s, 10.5 MB/s
7211488768 bytes (7.2 GB, 6.7 GiB) copied, 690 s, 10.5 MB/s
7222083584 bytes (7.2 GB, 6.7 GiB) copied, 691 s, 10.5 MB/s
7232799744 bytes (7.2 GB, 6.7 GiB) copied, 692 s, 10.5 MB/s
7243776512 bytes (7.2 GB, 6.7 GiB) copied, 693 s, 10.5 MB/s
7254344192 bytes (7.3 GB, 6.8 GiB) copied, 694 s, 10.5 MB/s
7265157632 bytes (7.3 GB, 6.8 GiB) copied, 695 s, 10.5 MB/s
7275900928 bytes (7.3 GB, 6.8 GiB) copied, 696 s, 10.5 MB/s
7286714880 bytes (7.3 GB, 6.8 GiB) copied, 697 s, 10.5 MB/s
7297382400 bytes (7.3 GB, 6.8 GiB) copied, 698 s, 10.5 MB/s
7307239424 bytes (7.3 GB, 6.8 GiB) copied, 699 s, 10.5 MB/s
7317996032 bytes (7.3 GB, 6.8 GiB) copied, 700 s, 10.5 MB/s
7328275968 bytes (7.3 GB, 6.8 GiB) copied, 701 s, 10.5 MB/s
7338995200 bytes (7.3 GB, 6.8 GiB) copied, 702 s, 10.5 MB/s
7350190592 bytes (7.4 GB, 6.8 GiB) copied, 703 s, 10.5 MB/s
7361004032 bytes (7.4 GB, 6.9 GiB) copied, 704 s, 10.5 MB/s
7372248064 bytes (7.4 GB, 6.9 GiB) copied, 705 s, 10.5 MB/s
7381783040 bytes (7.4 GB, 6.9 GiB) copied, 706 s, 10.5 MB/s
7392952832 bytes (7.4 GB, 6.9 GiB) copied, 707 s, 10.5 MB/s
7403618816 bytes (7.4 GB, 6.9 GiB) copied, 708 s, 10.5 MB/s
7413717504 bytes (7.4 GB, 6.9 GiB) copied, 709 s, 10.5 MB/s
7424683008 bytes (7.4 GB, 6.9 GiB) copied, 710 s, 10.5 MB/s
7432307712 bytes (7.4 GB, 6.9 GiB) copied, 711 s, 10.5 MB/s
7443087872 bytes (7.4 GB, 6.9 GiB) copied, 712 s, 10.5 MB/s
7453655552 bytes (7.5 GB, 6.9 GiB) copied, 713 s, 10.5 MB/s
7464223232 bytes (7.5 GB, 7.0 GiB) copied, 714 s, 10.5 MB/s
7475156992 bytes (7.5 GB, 7.0 GiB) copied, 715 s, 10.5 MB/s
7486011392 bytes (7.5 GB, 7.0 GiB) copied, 716 s, 10.5 MB/s
7496909312 bytes (7.5 GB, 7.0 GiB) copied, 717 s, 10.5 MB/s
7507341312 bytes (7.5 GB, 7.0 GiB) copied, 718 s, 10.5 MB/s
7517401088 bytes (7.5 GB, 7.0 GiB) copied, 719 s, 10.5 MB/s
7528430080 bytes (7.5 GB, 7.0 GiB) copied, 720 s, 10.5 MB/s
7539243520 bytes (7.5 GB, 7.0 GiB) copied, 721 s, 10.5 MB/s
7550196224 bytes (7.6 GB, 7.0 GiB) copied, 722 s, 10.5 MB/s
7561002496 bytes (7.6 GB, 7.0 GiB) copied, 723 s, 10.5 MB/s
7571608576 bytes (7.6 GB, 7.1 GiB) copied, 724 s, 10.5 MB/s
7582605312 bytes (7.6 GB, 7.1 GiB) copied, 725 s, 10.5 MB/s
7593247232 bytes (7.6 GB, 7.1 GiB) copied, 726 s, 10.5 MB/s
7604201472 bytes (7.6 GB, 7.1 GiB) copied, 727 s, 10.5 MB/s
7614628352 bytes (7.6 GB, 7.1 GiB) copied, 728 s, 10.5 MB/s
7624421376 bytes (7.6 GB, 7.1 GiB) copied, 729 s, 10.5 MB/s
7635214336 bytes (7.6 GB, 7.1 GiB) copied, 730 s, 10.5 MB/s
7645901312 bytes (7.6 GB, 7.1 GiB) copied, 731 s, 10.5 MB/s
7656635904 bytes (7.7 GB, 7.1 GiB) copied, 732 s, 10.5 MB/s
7667220992 bytes (7.7 GB, 7.1 GiB) copied, 733 s, 10.5 MB/s
7678771712 bytes (7.7 GB, 7.2 GiB) copied, 734 s, 10.5 MB/s
7689830912 bytes (7.7 GB, 7.2 GiB) copied, 735 s, 10.5 MB/s
7701381632 bytes (7.7 GB, 7.2 GiB) copied, 736 s, 10.5 MB/s
7712440832 bytes (7.7 GB, 7.2 GiB) copied, 737 s, 10.5 MB/s
7723254272 bytes (7.7 GB, 7.2 GiB) copied, 738 s, 10.5 MB/s
7733084672 bytes (7.7 GB, 7.2 GiB) copied, 739 s, 10.5 MB/s
7743956992 bytes (7.7 GB, 7.2 GiB) copied, 740 s, 10.5 MB/s
7754220032 bytes (7.8 GB, 7.2 GiB) copied, 741 s, 10.5 MB/s
7765672960 bytes (7.8 GB, 7.2 GiB) copied, 742 s, 10.5 MB/s
7775527936 bytes (7.8 GB, 7.2 GiB) copied, 743 s, 10.5 MB/s
7785185792 bytes (7.8 GB, 7.3 GiB) copied, 744 s, 10.5 MB/s
7795655168 bytes (7.8 GB, 7.3 GiB) copied, 745 s, 10.5 MB/s
7806586368 bytes (7.8 GB, 7.3 GiB) copied, 746 s, 10.5 MB/s
7816888832 bytes (7.8 GB, 7.3 GiB) copied, 747 s, 10.5 MB/s
7827702272 bytes (7.8 GB, 7.3 GiB) copied, 748 s, 10.5 MB/s
7838142464 bytes (7.8 GB, 7.3 GiB) copied, 749 s, 10.5 MB/s
7849083392 bytes (7.8 GB, 7.3 GiB) copied, 750 s, 10.5 MB/s
7859732992 bytes (7.9 GB, 7.3 GiB) copied, 751 s, 10.5 MB/s
7870583808 bytes (7.9 GB, 7.3 GiB) copied, 752 s, 10.5 MB/s
7881523712 bytes (7.9 GB, 7.3 GiB) copied, 753 s, 10.5 MB/s
7892582912 bytes (7.9 GB, 7.4 GiB) copied, 754 s, 10.5 MB/s
7902904832 bytes (7.9 GB, 7.4 GiB) copied, 755 s, 10.5 MB/s
7913472512 bytes (7.9 GB, 7.4 GiB) copied, 756 s, 10.5 MB/s
7924531712 bytes (7.9 GB, 7.4 GiB) copied, 757 s, 10.5 MB/s
7935470592 bytes (7.9 GB, 7.4 GiB) copied, 758 s, 10.5 MB/s
7944929792 bytes (7.9 GB, 7.4 GiB) copied, 759 s, 10.5 MB/s
7955752448 bytes (8.0 GB, 7.4 GiB) copied, 760 s, 10.5 MB/s
7966310912 bytes (8.0 GB, 7.4 GiB) copied, 761 s, 10.5 MB/s
7977370112 bytes (8.0 GB, 7.4 GiB) copied, 762 s, 10.5 MB/s
7987948032 bytes (8.0 GB, 7.4 GiB) copied, 763 s, 10.5 MB/s
7998585856 bytes (8.0 GB, 7.4 GiB) copied, 764 s, 10.5 MB/s
8009467392 bytes (8.0 GB, 7.5 GiB) copied, 765 s, 10.5 MB/s
8020235776 bytes (8.0 GB, 7.5 GiB) copied, 766 s, 10.5 MB/s
8030754304 bytes (8.0 GB, 7.5 GiB) copied, 767 s, 10.5 MB/s
8041666560 bytes (8.0 GB, 7.5 GiB) copied, 768 s, 10.5 MB/s
8051589632 bytes (8.1 GB, 7.5 GiB) copied, 769 s, 10.5 MB/s
8062285824 bytes (8.1 GB, 7.5 GiB) copied, 770 s, 10.5 MB/s
8072479232 bytes (8.1 GB, 7.5 GiB) copied, 771 s, 10.5 MB/s
8083173376 bytes (8.1 GB, 7.5 GiB) copied, 772 s, 10.5 MB/s
8093895168 bytes (8.1 GB, 7.5 GiB) copied, 773 s, 10.5 MB/s
8104812032 bytes (8.1 GB, 7.5 GiB) copied, 774 s, 10.5 MB/s
8115304448 bytes (8.1 GB, 7.6 GiB) copied, 775 s, 10.5 MB/s
8123843072 bytes (8.1 GB, 7.6 GiB) copied, 776 s, 10.5 MB/s
8134494720 bytes (8.1 GB, 7.6 GiB) copied, 777 s, 10.5 MB/s
8145415680 bytes (8.1 GB, 7.6 GiB) copied, 778 s, 10.5 MB/s
8155300352 bytes (8.2 GB, 7.6 GiB) copied, 779 s, 10.5 MB/s
8166001152 bytes (8.2 GB, 7.6 GiB) copied, 780 s, 10.5 MB/s
8176884736 bytes (8.2 GB, 7.6 GiB) copied, 781 s, 10.5 MB/s
8187709440 bytes (8.2 GB, 7.6 GiB) copied, 782 s, 10.5 MB/s
8198159360 bytes (8.2 GB, 7.6 GiB) copied, 783 s, 10.5 MB/s
16012288+0 records in
16012288+0 records out
8198291456 bytes (8.2 GB, 7.6 GiB) copied, 783.181 s, 10.5 MB/s
